PK_STATION|STATION_NAME|WATERBODY_TYPE|WATER_RESOURCE|WATERBODY_NAME|COUNTY_NAME|HYDROLOGIC_UNIT_CODE|TMDL_BASIN|WBID|PLANNING_UNIT|GIS_ALBX|GIS_ALBY|LATITUDE|LONGITUDE|LAT_DD|LAT_MM|LAT_SS|LONG_DD|LONG_MM|LONG_SS|CMCD_COORDINATE_METHOD_ID|DCD_DATUM_ID|PK_PROJECT|COLLECTION_AGENCY|COLLECTION_DATE|COLLECTION_TIME|SAMPLE_TYPE|MATRIX|SAMPLE_DEPTH|SAMPLE_COMMENTS|FK_PARAM_CODE|PARAMETER|VALUE|VALUE_TEXT|UNITS|VALUE_QUALIFIER|MDL|PQL|ANALYZING_AGENCY|JOB_NAME|LAB_SAMPLE_ID|ANALYSIS_METHOD|ANALYSIS_DATE|ANALYSIS_TIME|RESULT_COMMENT
13707|NWC-SS-1052|STREAM|SMALL STREAM|PIGEON CREEK|BAY|03140101|CHOCTAWHATCHEE - ST. ANDREW|1001|ST. ANDREWS BAY|222476.02|704614.65|302013.113|855054.030|30|20|13.113|85|50|54.03|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/23/2002 3:35:00 PM|1535|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE COSTA|94|Specific Conductance, Field|27|27|uS/cm||||NWFWMD|||EPA 120.1|5/23/2002 3:35:00 PM|1535|
13707|NWC-SS-1052|STREAM|SMALL STREAM|PIGEON CREEK|BAY|03140101|CHOCTAWHATCHEE - ST. ANDREW|1001|ST. ANDREWS BAY|222476.02|704614.65|302013.113|855054.030|30|20|13.113|85|50|54.03|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/23/2002 3:35:00 PM|1535|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE COSTA|299|Oxygen, Dissolved, Field|8.38|8.38|mg/L||||NWFWMD|||EPA 360.1|5/23/2002 3:35:00 PM|1535|
13707|NWC-SS-1052|STREAM|SMALL STREAM|PIGEON CREEK|BAY|03140101|CHOCTAWHATCHEE - ST. ANDREW|1001|ST. ANDREWS BAY|222476.02|704614.65|302013.113|855054.030|30|20|13.113|85|50|54.03|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/23/2002 3:35:00 PM|1535|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE COSTA|406|pH, Field|7.15|7.15|SU||||NWFWMD|||EPA 150.1|5/23/2002 3:35:00 PM|1535|
13707|NWC-SS-1052|STREAM|SMALL STREAM|PIGEON CREEK|BAY|03140101|CHOCTAWHATCHEE - ST. ANDREW|1001|ST. ANDREWS BAY|222476.02|704614.65|302013.113|855054.030|30|20|13.113|85|50|54.03|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/23/2002 3:35:00 PM|1535|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE COSTA|82903|Depth, Bottom of Waterbody, Sample Site|0.6|0.6|meters||||NWFWMD||||5/23/2002 3:35:00 PM|1535|
13707|NWC-SS-1052|STREAM|SMALL STREAM|PIGEON CREEK|BAY|03140101|CHOCTAWHATCHEE - ST. ANDREW|1001|ST. ANDREWS BAY|222476.02|704614.65|302013.113|855054.030|30|20|13.113|85|50|54.03|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/23/2002 3:35:00 PM|1535|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE COSTA|90068|Sample Depth|0.3|0.3|meters||||NWFWMD||||5/23/2002 3:35:00 PM|1535|
13706|NWC-SS-1050|STREAM|SMALL STREAM|JUNIPER CREEK (WALTON COUNTY)|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|283A|CHOCTAWHATCHEE RIVER|197068.8|751127.65|304508.599|860716.165|30|45|8.599|86|7|16.165|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/28/2002 12:00:00 PM|1200|PRIMARY|WATER|0.1|, Partly Cloudy, Entered via Trimble data logger by JP ST|10|Water Temperature|23|23|degrees C||||NWFWMD|||EPA 170.1|5/28/2002 12:00:00 PM|1200|
13706|NWC-SS-1050|STREAM|SMALL STREAM|JUNIPER CREEK (WALTON COUNTY)|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|283A|CHOCTAWHATCHEE RIVER|197068.8|751127.65|304508.599|860716.165|30|45|8.599|86|7|16.165|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/28/2002 12:00:00 PM|1200|PRIMARY|WATER|0.1|, Partly Cloudy, Entered via Trimble data logger by JP ST|76|Turbidity, Lab|2.1|2.1|ntu||0.05|0.05|DEP CENTRAL LAB|TLH-2002-05-29-25|595998|EPA 180.1|5/30/2002 8:07:00 AM|0807|
13706|NWC-SS-1050|STREAM|SMALL STREAM|JUNIPER CREEK (WALTON COUNTY)|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|283A|CHOCTAWHATCHEE RIVER|197068.8|751127.65|304508.599|860716.165|30|45|8.599|86|7|16.165|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/28/2002 12:00:00 PM|1200|PRIMARY|WATER|0.1|, Partly Cloudy, Entered via Trimble data logger by JP ST|78|Transparency (Secchi Depth)|0.2|0.2|meters||||NWFWMD||||5/28/2002 12:00:00 PM|1200|
13706|NWC-SS-1050|STREAM|SMALL STREAM|JUNIPER CREEK (WALTON COUNTY)|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|283A|CHOCTAWHATCHEE RIVER|197068.8|751127.65|304508.599|860716.165|30|45|8.599|86|7|16.165|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/28/2002 12:00:00 PM|1200|PRIMARY|WATER|0.1|, Partly Cloudy, Entered via Trimble data logger by JP ST|94|Specific Conductance, Field|18|18|uS/cm||||NWFWMD|||EPA 120.1|5/28/2002 12:00:00 PM|1200|
13706|NWC-SS-1050|STREAM|SMALL STREAM|JUNIPER CREEK (WALTON COUNTY)|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|283A|CHOCTAWHATCHEE RIVER|197068.8|751127.65|304508.599|860716.165|30|45|8.599|86|7|16.165|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/28/2002 12:00:00 PM|1200|PRIMARY|WATER|0.1|, Partly Cloudy, Entered via Trimble data logger by JP ST|299|Oxygen, Dissolved, Field|7.46|7.46|mg/L||||NWFWMD|||EPA 360.1|5/28/2002 12:00:00 PM|1200|
13706|NWC-SS-1050|STREAM|SMALL STREAM|JUNIPER CREEK (WALTON COUNTY)|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|283A|CHOCTAWHATCHEE RIVER|197068.8|751127.65|304508.599|860716.165|30|45|8.599|86|7|16.165|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/28/2002 12:00:00 PM|1200|PRIMARY|WATER|0.1|, Partly Cloudy, Entered via Trimble data logger by JP ST|406|pH, Field|7.24|7.24|SU||||NWFWMD|||EPA 150.1|5/28/2002 12:00:00 PM|1200|
13706|NWC-SS-1050|STREAM|SMALL STREAM|JUNIPER CREEK (WALTON COUNTY)|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|283A|CHOCTAWHATCHEE RIVER|197068.8|751127.65|304508.599|860716.165|30|45|8.599|86|7|16.165|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/28/2002 12:00:00 PM|1200|PRIMARY|WATER|0.1|, Partly Cloudy, Entered via Trimble data logger by JP ST|82903|Depth, Bottom of Waterbody, Sample Site|0.2|0.2|meters||||NWFWMD||||5/28/2002 12:00:00 PM|1200|
13706|NWC-SS-1050|STREAM|SMALL STREAM|JUNIPER CREEK (WALTON COUNTY)|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|283A|CHOCTAWHATCHEE RIVER|197068.8|751127.65|304508.599|860716.165|30|45|8.599|86|7|16.165|DGPS|WGS84|NWSS0204|NORTHWEST FLORIDA WMD|5/28/2002 12:00:00 PM|1200|PRIMARY|WATER|0.1|, Partly Cloudy, Entered via Trimble data logger by JP ST|90068|Sample Depth|0.1|0.1|meters||||NWFWMD||||5/28/2002 12:00:00 PM|1200|
17870|NWD-SS-1012|STREAM|SMALL STREAM|BIG HORSE CREEK|OKALOOSA|03140103|PENSACOLA|28|YELLOW RIVER|150574.64|777214.65|305845.991|863646.031|30|58|45.991|86|36|46.031|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 4:20:00 PM|1620|PRIMARY|WATER|0.25|, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|10|Water Temperature|15.44|15.44|degrees C||||NWFWMD|||EPA 170.1|4/1/2003 4:20:00 PM|1620|
17870|NWD-SS-1012|STREAM|SMALL STREAM|BIG HORSE CREEK|OKALOOSA|03140103|PENSACOLA|28|YELLOW RIVER|150574.64|777214.65|305845.991|863646.031|30|58|45.991|86|36|46.031|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 4:20:00 PM|1620|PRIMARY|WATER|0.25|, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|76|Turbidity, Lab|1.5|1.5|ntu||0.05|0.05|DEP CENTRAL LAB|TLH-2003-04-02-19|663482|EPA 180.1|4/2/2003 7:55:00 PM|1955|
17870|NWD-SS-1012|STREAM|SMALL STREAM|BIG HORSE CREEK|OKALOOSA|03140103|PENSACOLA|28|YELLOW RIVER|150574.64|777214.65|305845.991|863646.031|30|58|45.991|86|36|46.031|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 4:20:00 PM|1620|PRIMARY|WATER|0.25|, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|78|Transparency (Secchi Depth)|0.5|0.5|meters||||NWFWMD||||4/1/2003 4:20:00 PM|1620|
17870|NWD-SS-1012|STREAM|SMALL STREAM|BIG HORSE CREEK|OKALOOSA|03140103|PENSACOLA|28|YELLOW RIVER|150574.64|777214.65|305845.991|863646.031|30|58|45.991|86|36|46.031|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 4:20:00 PM|1620|PRIMARY|WATER|0.25|, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|94|Specific Conductance, Field|20|20|uS/cm||||NWFWMD|||EPA 120.1|4/1/2003 4:20:00 PM|1620|
17870|NWD-SS-1012|STREAM|SMALL STREAM|BIG HORSE CREEK|OKALOOSA|03140103|PENSACOLA|28|YELLOW RIVER|150574.64|777214.65|305845.991|863646.031|30|58|45.991|86|36|46.031|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 4:20:00 PM|1620|PRIMARY|WATER|0.25|, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|299|Oxygen, Dissolved, Field|9.35|9.35|mg/L||||NWFWMD|||EPA 360.1|4/1/2003 4:20:00 PM|1620|
17870|NWD-SS-1012|STREAM|SMALL STREAM|BIG HORSE CREEK|OKALOOSA|03140103|PENSACOLA|28|YELLOW RIVER|150574.64|777214.65|305845.991|863646.031|30|58|45.991|86|36|46.031|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 4:20:00 PM|1620|PRIMARY|WATER|0.25|, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|406|pH, Field|6.59|6.59|SU||||NWFWMD|||EPA 150.1|4/1/2003 4:20:00 PM|1620|
17870|NWD-SS-1012|STREAM|SMALL STREAM|BIG HORSE CREEK|OKALOOSA|03140103|PENSACOLA|28|YELLOW RIVER|150574.64|777214.65|305845.991|863646.031|30|58|45.991|86|36|46.031|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 4:20:00 PM|1620|PRIMARY|WATER|0.25|, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|82903|Depth, Bottom of Waterbody, Sample Site|0.5|0.5|meters||||NWFWMD||||4/1/2003 4:20:00 PM|1620|
17870|NWD-SS-1012|STREAM|SMALL STREAM|BIG HORSE CREEK|OKALOOSA|03140103|PENSACOLA|28|YELLOW RIVER|150574.64|777214.65|305845.991|863646.031|30|58|45.991|86|36|46.031|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 4:20:00 PM|1620|PRIMARY|WATER|0.25|, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|90068|Sample Depth|0.25|0.25|meters||||NWFWMD||||4/1/2003 4:20:00 PM|1620|
17874|NWD-SS-1017|STREAM|SMALL STREAM|UNNAMED STREAM|OKALOOSA|03140104|PENSACOLA|88|BLACKWATER RIVER|141362.73|773849.29|305650.355|864230.523|30|56|50.355|86|42|30.523|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 6:00:00 PM|1800|PRIMARY|WATER|0.13|NO FLOW-SAMPLE FROM STANDING WATER PUDDLE, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|10|Water Temperature|17.05|17.05|degrees C||||NWFWMD|||EPA 170.1|4/1/2003 6:00:00 PM|1800|
17874|NWD-SS-1017|STREAM|SMALL STREAM|UNNAMED STREAM|OKALOOSA|03140104|PENSACOLA|88|BLACKWATER RIVER|141362.73|773849.29|305650.355|864230.523|30|56|50.355|86|42|30.523|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 6:00:00 PM|1800|PRIMARY|WATER|0.13|NO FLOW-SAMPLE FROM STANDING WATER PUDDLE, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|76|Turbidity, Lab|12|12|ntu||0.05|0.05|DEP CENTRAL LAB|TLH-2003-04-02-19|663483|EPA 180.1|4/2/2003 7:55:00 PM|1955|
17874|NWD-SS-1017|STREAM|SMALL STREAM|UNNAMED STREAM|OKALOOSA|03140104|PENSACOLA|88|BLACKWATER RIVER|141362.73|773849.29|305650.355|864230.523|30|56|50.355|86|42|30.523|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 6:00:00 PM|1800|PRIMARY|WATER|0.13|NO FLOW-SAMPLE FROM STANDING WATER PUDDLE, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|78|Transparency (Secchi Depth)|0.25|0.25|meters||||NWFWMD||||4/1/2003 6:00:00 PM|1800|
17874|NWD-SS-1017|STREAM|SMALL STREAM|UNNAMED STREAM|OKALOOSA|03140104|PENSACOLA|88|BLACKWATER RIVER|141362.73|773849.29|305650.355|864230.523|30|56|50.355|86|42|30.523|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 6:00:00 PM|1800|PRIMARY|WATER|0.13|NO FLOW-SAMPLE FROM STANDING WATER PUDDLE, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|94|Specific Conductance, Field|45|45|uS/cm||||NWFWMD|||EPA 120.1|4/1/2003 6:00:00 PM|1800|
17874|NWD-SS-1017|STREAM|SMALL STREAM|UNNAMED STREAM|OKALOOSA|03140104|PENSACOLA|88|BLACKWATER RIVER|141362.73|773849.29|305650.355|864230.523|30|56|50.355|86|42|30.523|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 6:00:00 PM|1800|PRIMARY|WATER|0.13|NO FLOW-SAMPLE FROM STANDING WATER PUDDLE, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|299|Oxygen, Dissolved, Field|3.95|3.95|mg/L||||NWFWMD|||EPA 360.1|4/1/2003 6:00:00 PM|1800|
17874|NWD-SS-1017|STREAM|SMALL STREAM|UNNAMED STREAM|OKALOOSA|03140104|PENSACOLA|88|BLACKWATER RIVER|141362.73|773849.29|305650.355|864230.523|30|56|50.355|86|42|30.523|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 6:00:00 PM|1800|PRIMARY|WATER|0.13|NO FLOW-SAMPLE FROM STANDING WATER PUDDLE, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|406|pH, Field|6.88|6.88|SU||||NWFWMD|||EPA 150.1|4/1/2003 6:00:00 PM|1800|
17874|NWD-SS-1017|STREAM|SMALL STREAM|UNNAMED STREAM|OKALOOSA|03140104|PENSACOLA|88|BLACKWATER RIVER|141362.73|773849.29|305650.355|864230.523|30|56|50.355|86|42|30.523|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 6:00:00 PM|1800|PRIMARY|WATER|0.13|NO FLOW-SAMPLE FROM STANDING WATER PUDDLE, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|82903|Depth, Bottom of Waterbody, Sample Site|0.25|0.25|meters||||NWFWMD||||4/1/2003 6:00:00 PM|1800|
17874|NWD-SS-1017|STREAM|SMALL STREAM|UNNAMED STREAM|OKALOOSA|03140104|PENSACOLA|88|BLACKWATER RIVER|141362.73|773849.29|305650.355|864230.523|30|56|50.355|86|42|30.523|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/1/2003 6:00:00 PM|1800|PRIMARY|WATER|0.13|NO FLOW-SAMPLE FROM STANDING WATER PUDDLE, Clear, Entered via Trimble data logger by CALIGIURE NOWAK|90068|Sample Depth|0.13|0.13|meters||||NWFWMD||||4/1/2003 6:00:00 PM|1800|
17885|NWD-SS-1029|STREAM|SMALL STREAM|BIG JUNIPER CREEK|SANTA ROSA|03140104|PENSACOLA|19|BLACKWATER RIVER|122620.96|750238.21|304350.582|865355.907|30|43|50.582|86|53|55.907|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/2/2003 6:15:00 PM|1815|PRIMARY|WATER|0.25|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|10|Water Temperature|18.39|18.39|degrees C||||NWFWMD|||EPA 170.1|4/2/2003 6:15:00 PM|1815|
17885|NWD-SS-1029|STREAM|SMALL STREAM|BIG JUNIPER CREEK|SANTA ROSA|03140104|PENSACOLA|19|BLACKWATER RIVER|122620.96|750238.21|304350.582|865355.907|30|43|50.582|86|53|55.907|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/2/2003 6:15:00 PM|1815|PRIMARY|WATER|0.25|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|76|Turbidity, Lab|1.3|1.3|ntu||0.05|0.05|DEP CENTRAL LAB|TLH-2003-04-03-24|664028|EPA 180.1|4/3/2003 10:35:00 PM|2235|
17885|NWD-SS-1029|STREAM|SMALL STREAM|BIG JUNIPER CREEK|SANTA ROSA|03140104|PENSACOLA|19|BLACKWATER RIVER|122620.96|750238.21|304350.582|865355.907|30|43|50.582|86|53|55.907|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/2/2003 6:15:00 PM|1815|PRIMARY|WATER|0.25|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|78|Transparency (Secchi Depth)|0.5|0.5|meters||||NWFWMD||||4/2/2003 4:15:00 PM|1615|
17885|NWD-SS-1029|STREAM|SMALL STREAM|BIG JUNIPER CREEK|SANTA ROSA|03140104|PENSACOLA|19|BLACKWATER RIVER|122620.96|750238.21|304350.582|865355.907|30|43|50.582|86|53|55.907|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/2/2003 6:15:00 PM|1815|PRIMARY|WATER|0.25|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|94|Specific Conductance, Field|17|17|uS/cm||||NWFWMD|||EPA 120.1|4/2/2003 4:15:00 PM|1615|
17885|NWD-SS-1029|STREAM|SMALL STREAM|BIG JUNIPER CREEK|SANTA ROSA|03140104|PENSACOLA|19|BLACKWATER RIVER|122620.96|750238.21|304350.582|865355.907|30|43|50.582|86|53|55.907|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/2/2003 6:15:00 PM|1815|PRIMARY|WATER|0.25|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|299|Oxygen, Dissolved, Field|8.7|8.7|mg/L||||NWFWMD|||EPA 360.1|4/2/2003 4:15:00 PM|1615|
17885|NWD-SS-1029|STREAM|SMALL STREAM|BIG JUNIPER CREEK|SANTA ROSA|03140104|PENSACOLA|19|BLACKWATER RIVER|122620.96|750238.21|304350.582|865355.907|30|43|50.582|86|53|55.907|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/2/2003 6:15:00 PM|1815|PRIMARY|WATER|0.25|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|406|pH, Field|6.56|6.56|SU||||NWFWMD|||EPA 150.1|4/2/2003 4:15:00 PM|1615|
17885|NWD-SS-1029|STREAM|SMALL STREAM|BIG JUNIPER CREEK|SANTA ROSA|03140104|PENSACOLA|19|BLACKWATER RIVER|122620.96|750238.21|304350.582|865355.907|30|43|50.582|86|53|55.907|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/2/2003 6:15:00 PM|1815|PRIMARY|WATER|0.25|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|82903|Depth, Bottom of Waterbody, Sample Site|0.5|0.5|meters||||NWFWMD||||4/2/2003 4:15:00 PM|1615|
17885|NWD-SS-1029|STREAM|SMALL STREAM|BIG JUNIPER CREEK|SANTA ROSA|03140104|PENSACOLA|19|BLACKWATER RIVER|122620.96|750238.21|304350.582|865355.907|30|43|50.582|86|53|55.907|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/2/2003 6:15:00 PM|1815|PRIMARY|WATER|0.25|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|90068|Sample Depth|0.25|0.25|meters||||NWFWMD||||4/2/2003 4:15:00 PM|1615|
17865|NWD-SS-1004|STREAM|SMALL STREAM|TURKEY CREEK (SANTAO ROSA CO)|SANTA ROSA|03140104|PENSACOLA|104|BLACKWATER RIVER|122057.86|771246.49|305511.643|865435.733|30|55|11.643|86|54|35.733|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 11:15:00 AM|1115|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|10|Water Temperature|17.76|17.76|degrees C||||NWFWMD|||EPA 170.1|4/3/2003 11:15:00 AM|1115|
17865|NWD-SS-1004|STREAM|SMALL STREAM|TURKEY CREEK (SANTAO ROSA CO)|SANTA ROSA|03140104|PENSACOLA|104|BLACKWATER RIVER|122057.86|771246.49|305511.643|865435.733|30|55|11.643|86|54|35.733|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 11:15:00 AM|1115|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|76|Turbidity, Lab|1.7|1.7|ntu||0.05|0.05|DEP CENTRAL LAB|TLH-2003-04-04-03|664449|EPA 180.1|4/4/2003 5:05:00 PM|1705|
17865|NWD-SS-1004|STREAM|SMALL STREAM|TURKEY CREEK (SANTAO ROSA CO)|SANTA ROSA|03140104|PENSACOLA|104|BLACKWATER RIVER|122057.86|771246.49|305511.643|865435.733|30|55|11.643|86|54|35.733|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 11:15:00 AM|1115|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|78|Transparency (Secchi Depth)|0.6|0.6|meters||||NWFWMD||||4/3/2003 11:15:00 AM|1115|
17865|NWD-SS-1004|STREAM|SMALL STREAM|TURKEY CREEK (SANTAO ROSA CO)|SANTA ROSA|03140104|PENSACOLA|104|BLACKWATER RIVER|122057.86|771246.49|305511.643|865435.733|30|55|11.643|86|54|35.733|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 11:15:00 AM|1115|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|94|Specific Conductance, Field|29|29|uS/cm||||NWFWMD|||EPA 120.1|4/3/2003 11:15:00 AM|1115|
17865|NWD-SS-1004|STREAM|SMALL STREAM|TURKEY CREEK (SANTAO ROSA CO)|SANTA ROSA|03140104|PENSACOLA|104|BLACKWATER RIVER|122057.86|771246.49|305511.643|865435.733|30|55|11.643|86|54|35.733|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 11:15:00 AM|1115|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|299|Oxygen, Dissolved, Field|9.63|9.63|mg/L||||NWFWMD|||EPA 360.1|4/3/2003 11:15:00 AM|1115|
17865|NWD-SS-1004|STREAM|SMALL STREAM|TURKEY CREEK (SANTAO ROSA CO)|SANTA ROSA|03140104|PENSACOLA|104|BLACKWATER RIVER|122057.86|771246.49|305511.643|865435.733|30|55|11.643|86|54|35.733|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 11:15:00 AM|1115|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|406|pH, Field|6.15|6.15|SU||||NWFWMD|||EPA 150.1|4/3/2003 11:15:00 AM|1115|
17865|NWD-SS-1004|STREAM|SMALL STREAM|TURKEY CREEK (SANTAO ROSA CO)|SANTA ROSA|03140104|PENSACOLA|104|BLACKWATER RIVER|122057.86|771246.49|305511.643|865435.733|30|55|11.643|86|54|35.733|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 11:15:00 AM|1115|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|82903|Depth, Bottom of Waterbody, Sample Site|0.6|0.6|meters||||NWFWMD||||4/3/2003 11:15:00 AM|1115|
17865|NWD-SS-1004|STREAM|SMALL STREAM|TURKEY CREEK (SANTAO ROSA CO)|SANTA ROSA|03140104|PENSACOLA|104|BLACKWATER RIVER|122057.86|771246.49|305511.643|865435.733|30|55|11.643|86|54|35.733|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 11:15:00 AM|1115|PRIMARY|WATER|0.3|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|90068|Sample Depth|0.3|0.3|meters||||NWFWMD||||4/3/2003 11:15:00 AM|1115|
17884|NWD-SS-1028|STREAM|SMALL STREAM|BUCK CREEK|SANTA ROSA|03140104|PENSACOLA|75|BLACKWATER RIVER|121707.35|774941.62|305711.252|865452.230|30|57|11.252|86|54|52.23|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 12:45:00 PM|1245|PRIMARY|WATER|0.05|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|10|Water Temperature|19.47|19.47|degrees C||||NWFWMD|||EPA 170.1|4/3/2003 12:45:00 PM|1245|
17884|NWD-SS-1028|STREAM|SMALL STREAM|BUCK CREEK|SANTA ROSA|03140104|PENSACOLA|75|BLACKWATER RIVER|121707.35|774941.62|305711.252|865452.230|30|57|11.252|86|54|52.23|DGPS|WGS84|NWSS0304|NORTHWEST FLORIDA WMD|4/3/2003 12:45:00 PM|1245|PRIMARY|WATER|0.05|, Partly Cloudy, Entered via Trimble data logger by CALIGIURE NOWAK|76|Turbidity, Lab|3.4|3.4|ntu||0.05|0.05|DEP CENTRAL LAB|TLH-2003-04-04-03|664450|EPA 180.1|4/4/2003 5:05:00 PM|1705|
